po_number,line_no,item_code,description,qty_ordered,unit_price_ex_vat,line_total_ex_vat
PO-2026-00294,2,PLA-PER06,Perspex sheet 6mm 1000 x 2000,5,2465.9,12329.5
PO-2026-00295,1,HYD-PMP45,Gear pump 45cc SAE B,1,7636.73,7636.73
PO-2026-00296,1,MTR-55KW4,Electric motor 5.5kW 4 pole foot mount,8,9242.17,73937.36
PO-2026-00297,1,MTR-55KW4,Electric motor 5.5kW 4 pole foot mount,6,11160.8,66964.8
PO-2026-00298,1,STL-PL6MS,Mild steel plate 6mm 1000 x 2000,1,2858.73,2858.73
PO-2026-00298,2,STL-RD304,Stainless round bar 304 20mm 6m,3,2148.49,6445.47
PO-2026-00299,1,HYD-CYL80,Hydraulic cylinder 80 bore 400 stroke,6,9447.58,56685.48
PO-2026-00300,1,HDW-PDL50,Brass padlock 50mm keyed alike,1,314.72,314.72
PO-2026-00301,1,STL-SQ50,Square tube 50 x 50 x 3mm 6m length,3,1100.26,3300.78
PO-2026-00301,2,STL-RD304,Stainless round bar 304 20mm 6m,1,2448.2,2448.2
PO-2026-00301,3,STL-ANG40,Equal angle 40 x 40 x 5mm 6m,20,530.15,10603.0
PO-2025-00302,1,CHM-RUS05,Rust converter 5 litre,50,923.27,46163.5
PO-2025-00302,2,CHM-DEG25,Industrial degreaser 25 litre,3,1535.34,4606.02
PO-2026-00303,1,REF-GAS404,Refrigerant R404a 10kg cylinder,2,7986.14,15972.28
PO-2026-00304,1,WLD-HLM01,Auto darkening welding helmet,2,1774.06,3548.12
PO-2026-00304,2,WLD-MIG08,MIG wire 0.8mm 15kg spool,1,1218.26,1218.26
PO-2025-00305,1,MHD-FRK25,Forklift fork 2500kg pair class 2,1,10645.88,10645.88
PO-2025-00305,2,MHD-SLG03,Webbing sling 3 ton 4 metre,1,1075.04,1075.04
PO-2025-00306,1,STL-SQ50,Square tube 50 x 50 x 3mm 6m length,10,725.19,7251.9
PO-2025-00307,1,MHD-SLG03,Webbing sling 3 ton 4 metre,8,909.53,7276.24
PO-2025-00307,2,MHD-FRK25,Forklift fork 2500kg pair class 2,1,10099.03,10099.03
PO-2025-00308,1,BRG-22216,Spherical roller bearing 22216 E,10,3152.62,31526.2
PO-2025-00308,2,DRV-TL2517,Taper lock bush 2517 x 45mm,10,451.78,4517.8
PO-2025-00308,3,BRG-6205,Deep groove ball bearing 6205 2RS,2,382.15,764.3
PO-2026-00309,1,MTR-55KW4,Electric motor 5.5kW 4 pole foot mount,1,10633.9,10633.9
PO-2026-00310,1,DRV-SPB2120,SPB section V belt 2120mm,3,321.29,963.87
PO-2025-00311,1,PNU-CMP75,Screw compressor service kit 7.5kW,20,6715.18,134303.6
PO-2025-00311,2,PNU-CYL63,Pneumatic cylinder 63 bore 200 stroke,25,2467.89,61697.25
PO-2025-00312,1,ELE-SWA4C,SWA cable 4 core 16mm per metre,4,260.56,1042.24
PO-2025-00312,2,ELE-CON40,Contactor 40A 230V coil,4,1628.75,6515.0
PO-2025-00313,1,STL-SQ50,Square tube 50 x 50 x 3mm 6m length,5,934.86,4674.3
PO-2026-00314,1,CHM-DEG25,Industrial degreaser 25 litre,3,1532.33,4596.99
PO-2026-00314,2,CHM-RUS05,Rust converter 5 litre,10,806.71,8067.1
PO-2025-00315,1,LUB-HYD46,Hydraulic oil ISO 46 20 litre,20,1222.74,24454.8
PO-2025-00315,2,LUB-EP220,Gear oil EP220 208 litre drum,5,11870.61,59353.05
PO-2025-00315,3,LUB-GRS18,Lithium complex grease EP2 18kg,6,2102.68,12616.08
PO-2025-00316,1,HYD-FIT12,Swaged fitting 1/2 BSP male,5,172.65,863.25
PO-2026-00317,1,FST-NUTM12,Hex nut M12 grade 8 box of 200,20,636.64,12732.8
PO-2026-00317,2,FST-ANC12,Chemical anchor stud M12 x 160,3,91.84,275.52
PO-2026-00317,3,FST-M12X60,Hex bolt M12 x 60 grade 8.8 box of 100,5,1445.78,7228.9
PO-2026-00318,1,TLS-DRL18,Cordless drill 18V two battery kit,8,4306.82,34454.56
PO-2026-00319,1,STL-SQ50,Square tube 50 x 50 x 3mm 6m length,2,621.6,1243.2
PO-2026-00319,2,STL-ANG40,Equal angle 40 x 40 x 5mm 6m,3,505.77,1517.31
PO-2026-00319,3,STL-RD304,Stainless round bar 304 20mm 6m,6,1578.54,9471.24
PO-2026-00319,4,STL-PL6MS,Mild steel plate 6mm 1000 x 2000,10,2335.96,23359.6
PO-2026-00320,1,BRG-6205,Deep groove ball bearing 6205 2RS,12,392.94,4715.28
PO-2025-00321,1,PNU-CYL63,Pneumatic cylinder 63 bore 200 stroke,6,2709.03,16254.18
PO-2025-00321,2,PNU-CMP75,Screw compressor service kit 7.5kW,1,8271.32,8271.32
PO-2026-00322,1,INS-PRS16,Pressure transmitter 0 to 16 bar 4 to 20mA,2,6822.41,13644.82
PO-2026-00322,2,INS-TMP01,PT100 temperature probe with head,4,1726.09,6904.36
PO-2025-00323,1,MHD-FRK25,Forklift fork 2500kg pair class 2,1,11589.92,11589.92
PO-2025-00324,1,PIP-GAL50,Galvanised pipe 50mm medium 6m,2,1407.25,2814.5
PO-2025-00324,2,PIP-FLG80,Slip on flange 80mm table D,6,384.99,2309.94
PO-2026-00325,1,INS-PRS16,Pressure transmitter 0 to 16 bar 4 to 20mA,50,5484.73,274236.5
PO-2026-00326,1,LUB-HYD46,Hydraulic oil ISO 46 20 litre,1,983.58,983.58
PO-2026-00326,2,LUB-EP220,Gear oil EP220 208 litre drum,1,10982.92,10982.92
PO-2026-00326,3,LUB-GRS18,Lithium complex grease EP2 18kg,5,2846.62,14233.1
PO-2026-00327,1,HDW-PDL50,Brass padlock 50mm keyed alike,1,305.62,305.62
PO-2026-00328,1,MTR-55KW4,Electric motor 5.5kW 4 pole foot mount,2,10469.98,20939.96
PO-2025-00329,1,INS-TMP01,PT100 temperature probe with head,2,2015.69,4031.38
PO-2025-00329,2,INS-PRS16,Pressure transmitter 0 to 16 bar 4 to 20mA,2,4595.88,9191.76
PO-2026-00330,1,CHM-RUS05,Rust converter 5 litre,8,721.61,5772.88
PO-2026-00331,1,PPE-BOOT8,Safety boot steel toe size 8 pair,5,464.58,2322.9
PO-2026-00331,2,PPE-GLV10,Cut resistant glove level 5 pair,5,183.41,917.05
PO-2026-00331,3,PPE-HRN01,Full body safety harness double lanyard,2,1860.64,3721.28
PO-2026-00332,1,PIP-FLG80,Slip on flange 80mm table D,2,442.18,884.36
PO-2026-00332,2,PIP-GAL50,Galvanised pipe 50mm medium 6m,8,1073.16,8585.28
PO-2026-00333,1,HYD-FIT12,Swaged fitting 1/2 BSP male,10,186.5,1865.0
PO-2026-00334,1,PNU-CMP75,Screw compressor service kit 7.5kW,2,6023.69,12047.38
PO-2026-00335,1,WLD-MIG08,MIG wire 0.8mm 15kg spool,2,905.65,1811.3
PO-2026-00335,2,WLD-HLM01,Auto darkening welding helmet,1,2007.4,2007.4
PO-2026-00335,3,WLD-E6013,Welding electrode E6013 3.2mm 5kg,8,385.4,3083.2
PO-2026-00336,1,REF-GAS404,Refrigerant R404a 10kg cylinder,25,8046.01,201150.25
PO-2025-00337,1,HDW-PDL50,Brass padlock 50mm keyed alike,5,244.67,1223.35
PO-2025-00337,2,HDW-CST100,Swivel castor 100mm braked,5,385.98,1929.9
PO-2026-00338,1,INS-PRS16,Pressure transmitter 0 to 16 bar 4 to 20mA,5,5577.7,27888.5
PO-2026-00339,1,INS-PRS16,Pressure transmitter 0 to 16 bar 4 to 20mA,1,7637.25,7637.25
PO-2026-00339,2,INS-TMP01,PT100 temperature probe with head,20,1578.82,31576.4
PO-2025-00340,1,MHD-SLG03,Webbing sling 3 ton 4 metre,10,1273.03,12730.3
PO-2025-00340,2,MHD-FRK25,Forklift fork 2500kg pair class 2,25,11975.72,299393.0
PO-2026-00341,1,TLS-GRN230,Angle grinder 230mm 2400W,4,3190.42,12761.68
PO-2026-00342,1,PNT-PRM20,Zinc phosphate primer 20 litre,2,3868.95,7737.9
PO-2026-00342,2,PNT-EPX20,Two pack epoxy enamel 20 litre,50,4192.48,209624.0
PO-2025-00343,1,MTR-55KW4,Electric motor 5.5kW 4 pole foot mount,6,8840.54,53043.24
PO-2025-00344,1,STL-ANG40,Equal angle 40 x 40 x 5mm 6m,1,586.53,586.53
PO-2025-00344,2,STL-PL6MS,Mild steel plate 6mm 1000 x 2000,20,1851.54,37030.8
PO-2025-00344,3,STL-RD304,Stainless round bar 304 20mm 6m,3,2579.46,7738.38
PO-2025-00344,4,STL-SQ50,Square tube 50 x 50 x 3mm 6m length,1,635.86,635.86
PO-2026-00345,1,MTR-REW11,Motor rewind 11kW including bearings,2,9991.23,19982.46
PO-2026-00345,2,MTR-55KW4,Electric motor 5.5kW 4 pole foot mount,4,8945.74,35782.96
PO-2025-00346,1,FST-ANC12,Chemical anchor stud M12 x 160,2,64.04,128.08
PO-2025-00346,2,FST-M12X60,Hex bolt M12 x 60 grade 8.8 box of 100,10,1108.96,11089.6
PO-2026-00347,1,DRV-TL2517,Taper lock bush 2517 x 45mm,2,635.2,1270.4
PO-2026-00347,2,DRV-SPB2120,SPB section V belt 2120mm,25,257.52,6438.0
PO-2026-00347,3,BRG-6205,Deep groove ball bearing 6205 2RS,4,271.33,1085.32
PO-2025-00348,1,REF-GAS404,Refrigerant R404a 10kg cylinder,10,8079.44,80794.4
PO-2025-00349,1,CHM-DEG25,Industrial degreaser 25 litre,8,1634.03,13072.24
PO-2025-00349,2,CHM-RUS05,Rust converter 5 litre,4,1089.26,4357.04
PO-2026-00350,1,INS-PRS16,Pressure transmitter 0 to 16 bar 4 to 20mA,4,6834.7,27338.8
PO-2026-00350,2,INS-TMP01,PT100 temperature probe with head,3,1752.7,5258.1
PO-2026-00351,1,INS-PRS16,Pressure transmitter 0 to 16 bar 4 to 20mA,6,5575.91,33455.46
PO-2026-00351,2,INS-TMP01,PT100 temperature probe with head,3,1301.72,3905.16
PO-2026-00352,1,BRG-22216,Spherical roller bearing 22216 E,10,3811.08,38110.8
PO-2026-00352,2,DRV-TL2517,Taper lock bush 2517 x 45mm,6,586.15,3516.9
PO-2026-00353,1,HYD-CYL80,Hydraulic cylinder 80 bore 400 stroke,4,10605.25,42421.0
PO-2026-00354,1,MTR-55KW4,Electric motor 5.5kW 4 pole foot mount,1,7046.44,7046.44
PO-2026-00354,2,MTR-REW11,Motor rewind 11kW including bearings,5,11013.4,55067.0
PO-2025-00355,1,PPE-HRN01,Full body safety harness double lanyard,2,1576.89,3153.78
PO-2025-00355,2,PPE-GLV10,Cut resistant glove level 5 pair,2,157.31,314.62
PO-2025-00356,1,LUB-GRS18,Lithium complex grease EP2 18kg,4,2329.51,9318.04
PO-2026-00357,1,FST-M12X60,Hex bolt M12 x 60 grade 8.8 box of 100,3,1100.42,3301.26
PO-2026-00358,1,HYD-FIT12,Swaged fitting 1/2 BSP male,5,101.77,508.85
PO-2025-00359,1,STL-RD304,Stainless round bar 304 20mm 6m,10,2222.52,22225.2
PO-2025-00359,2,STL-SQ50,Square tube 50 x 50 x 3mm 6m length,5,836.81,4184.05
PO-2025-00359,3,STL-ANG40,Equal angle 40 x 40 x 5mm 6m,12,758.19,9098.28
PO-2025-00359,4,STL-PL6MS,Mild steel plate 6mm 1000 x 2000,2,2046.84,4093.68
PO-2025-00360,1,MHD-SLG03,Webbing sling 3 ton 4 metre,2,1256.68,2513.36
PO-2025-00360,2,MHD-FRK25,Forklift fork 2500kg pair class 2,3,11892.81,35678.43
PO-2026-00361,1,PIP-GAL50,Galvanised pipe 50mm medium 6m,1,1329.65,1329.65
PO-2026-00362,1,SEL-ORK01,O ring kit nitrile 382 piece,1,1535.15,1535.15
PO-2026-00362,2,SEL-OIL45,Oil seal 45 x 65 x 10 nitrile,20,126.22,2524.4
PO-2026-00362,3,SEL-GSK150,Full face gasket 150mm rubber insertion,10,244.27,2442.7
PO-2026-00363,1,HDW-PDL50,Brass padlock 50mm keyed alike,1,228.25,228.25
PO-2026-00364,1,SEL-OIL45,Oil seal 45 x 65 x 10 nitrile,8,132.96,1063.68
PO-2026-00365,1,MHD-FRK25,Forklift fork 2500kg pair class 2,1,9519.23,9519.23
PO-2026-00365,2,MHD-SLG03,Webbing sling 3 ton 4 metre,1,1296.87,1296.87
PO-2026-00366,1,CNV-PUL400,Drum pulley 400mm lagged,3,8835.66,26506.98
PO-2026-00366,2,CNV-IDL152,Trough idler set 152mm 650 belt,12,2545.55,30546.6
PO-2026-00366,3,CNV-BLT650,Conveyor belting 650mm 3 ply per metre,2,886.66,1773.32
PO-2025-00367,1,MTR-REW11,Motor rewind 11kW including bearings,6,12660.56,75963.36
PO-2026-00368,1,TLS-GRN230,Angle grinder 230mm 2400W,1,3145.13,3145.13
PO-2026-00368,2,TLS-DRL18,Cordless drill 18V two battery kit,1,3470.27,3470.27
PO-2025-00369,1,MHD-SLG03,Webbing sling 3 ton 4 metre,1,930.55,930.55
PO-2025-00369,2,MHD-FRK25,Forklift fork 2500kg pair class 2,8,10248.27,81986.16
PO-2025-00370,1,PKG-STR48,Strapping band 16mm x 1000m,4,1162.53,4650.12
PO-2025-00370,2,PKG-PLT12,Pallet wrap 500mm 20 micron roll,2,299.52,599.04
PO-2026-00371,1,DRV-TL2517,Taper lock bush 2517 x 45mm,6,464.53,2787.18
PO-2026-00371,2,BRG-6205,Deep groove ball bearing 6205 2RS,5,399.27,1996.35
PO-2026-00371,3,BRG-22216,Spherical roller bearing 22216 E,3,2171.78,6515.34
PO-2026-00371,4,DRV-SPB2120,SPB section V belt 2120mm,6,441.09,2646.54
PO-2026-00372,1,CNV-IDL152,Trough idler set 152mm 650 belt,50,2398.24,119912.0
PO-2026-00372,2,CNV-BLT650,Conveyor belting 650mm 3 ply per metre,1,1003.13,1003.13
PO-2026-00372,3,CNV-PUL400,Drum pulley 400mm lagged,2,9286.36,18572.72
PO-2026-00373,1,PLA-PER06,Perspex sheet 6mm 1000 x 2000,6,3437.1,20622.6
PO-2026-00373,2,PLA-HDPE10,HDPE sheet 10mm 1000 x 2000,1,3983.82,3983.82
PO-2026-00374,1,HYD-CYL80,Hydraulic cylinder 80 bore 400 stroke,6,10627.53,63765.18
PO-2026-00374,2,HYD-PMP45,Gear pump 45cc SAE B,6,5518.24,33109.44
PO-2026-00375,1,FST-ANC12,Chemical anchor stud M12 x 160,20,86.17,1723.4
PO-2026-00376,1,PNU-FRL12,Filter regulator lubricator 1/2 inch,1,2045.5,2045.5
PO-2026-00377,1,INS-TMP01,PT100 temperature probe with head,20,1686.59,33731.8
PO-2026-00377,2,INS-PRS16,Pressure transmitter 0 to 16 bar 4 to 20mA,8,6708.54,53668.32
PO-2026-00378,1,PNT-EPX20,Two pack epoxy enamel 20 litre,5,5233.6,26168.0
PO-2026-00378,2,PNT-PRM20,Zinc phosphate primer 20 litre,1,2917.79,2917.79
PO-2026-00379,1,MTR-REW11,Motor rewind 11kW including bearings,12,8262.77,99153.24
PO-2026-00379,2,MTR-55KW4,Electric motor 5.5kW 4 pole foot mount,4,9726.15,38904.6
PO-2026-00380,1,HYD-2SN12,Hydraulic hose 2SN 1/2 inch per metre,2,297.71,595.42
PO-2026-00381,1,ELE-SWA4C,SWA cable 4 core 16mm per metre,5,400.51,2002.55
PO-2026-00382,1,SEL-ORK01,O ring kit nitrile 382 piece,25,1343.64,33591.0
PO-2026-00382,2,SEL-OIL45,Oil seal 45 x 65 x 10 nitrile,25,94.08,2352.0
PO-2026-00383,1,PLA-PER06,Perspex sheet 6mm 1000 x 2000,12,3176.79,38121.48
PO-2025-00384,1,HDW-PDL50,Brass padlock 50mm keyed alike,4,281.03,1124.12
PO-2026-00385,1,PNU-CYL63,Pneumatic cylinder 63 bore 200 stroke,1,2931.2,2931.2
PO-2025-00386,1,PNU-CYL63,Pneumatic cylinder 63 bore 200 stroke,1,3072.09,3072.09
PO-2025-00387,1,WLD-MIG08,MIG wire 0.8mm 15kg spool,2,1391.37,2782.74
PO-2025-00387,2,WLD-HLM01,Auto darkening welding helmet,4,1491.08,5964.32
PO-2025-00387,3,WLD-E6013,Welding electrode E6013 3.2mm 5kg,2,547.17,1094.34
PO-2026-00388,1,STL-SQ50,Square tube 50 x 50 x 3mm 6m length,1,1081.18,1081.18
PO-2026-00389,1,PNU-CMP75,Screw compressor service kit 7.5kW,3,6036.37,18109.11
PO-2026-00389,2,PNU-FRL12,Filter regulator lubricator 1/2 inch,50,2201.7,110085.0
PO-2026-00389,3,PNU-CYL63,Pneumatic cylinder 63 bore 200 stroke,10,2166.38,21663.8
PO-2026-00390,1,STL-SQ50,Square tube 50 x 50 x 3mm 6m length,1,924.01,924.01
PO-2026-00391,1,PLA-HDPE10,HDPE sheet 10mm 1000 x 2000,3,2641.16,7923.48
PO-2026-00391,2,PLA-PER06,Perspex sheet 6mm 1000 x 2000,3,2485.89,7457.67
PO-2026-00392,1,BRG-6205,Deep groove ball bearing 6205 2RS,12,557.67,6692.04
PO-2026-00392,2,DRV-SPB2120,SPB section V belt 2120mm,1,395.8,395.8
PO-2026-00392,3,BRG-22216,Spherical roller bearing 22216 E,6,2002.83,12016.98
PO-2026-00393,1,CHM-RUS05,Rust converter 5 litre,1,695.91,695.91
PO-2025-00394,1,PPE-BOOT8,Safety boot steel toe size 8 pair,20,530.17,10603.4
PO-2025-00394,2,PPE-HRN01,Full body safety harness double lanyard,1,1721.17,1721.17
PO-2026-00395,1,STL-SQ50,Square tube 50 x 50 x 3mm 6m length,8,641.72,5133.76
PO-2025-00396,1,CNV-PUL400,Drum pulley 400mm lagged,3,10507.51,31522.53
PO-2025-00396,2,CNV-BLT650,Conveyor belting 650mm 3 ply per metre,12,721.4,8656.8
PO-2025-00397,1,MTR-REW11,Motor rewind 11kW including bearings,6,7410.18,44461.08
PO-2025-00397,2,MTR-55KW4,Electric motor 5.5kW 4 pole foot mount,5,7230.3,36151.5
PO-2026-00398,1,HDW-CST100,Swivel castor 100mm braked,10,224.65,2246.5
PO-2026-00398,2,HDW-PDL50,Brass padlock 50mm keyed alike,2,167.15,334.3
PO-2026-00399,1,PLA-PER06,Perspex sheet 6mm 1000 x 2000,1,2483.36,2483.36
PO-2026-00399,2,PLA-HDPE10,HDPE sheet 10mm 1000 x 2000,2,4264.77,8529.54
PO-2026-00400,1,PIP-FLG80,Slip on flange 80mm table D,6,385.3,2311.8
PO-2026-00400,2,PIP-GAL50,Galvanised pipe 50mm medium 6m,8,1632.17,13057.36
PO-2026-00401,1,PPE-BOOT8,Safety boot steel toe size 8 pair,2,643.43,1286.86
PO-2026-00401,2,PPE-HRN01,Full body safety harness double lanyard,4,2624.3,10497.2
PO-2026-00401,3,PPE-HAT01,Hard hat vented with ratchet,12,127.38,1528.56
PO-2026-00402,1,MTR-REW11,Motor rewind 11kW including bearings,25,10310.15,257753.75
PO-2026-00403,1,PNU-FRL12,Filter regulator lubricator 1/2 inch,8,1593.73,12749.84
PO-2026-00403,2,PNU-CMP75,Screw compressor service kit 7.5kW,5,6127.92,30639.6
PO-2026-00403,3,PNU-CYL63,Pneumatic cylinder 63 bore 200 stroke,1,2234.96,2234.96
PO-2025-00404,1,TLS-GRN230,Angle grinder 230mm 2400W,2,2411.93,4823.86
PO-2025-00404,2,TLS-TRQ34,Torque wrench 3/4 drive 100 to 500Nm,5,5921.9,29609.5
PO-2025-00404,3,TLS-DRL18,Cordless drill 18V two battery kit,5,3624.38,18121.9
PO-2026-00405,1,WLD-MIG08,MIG wire 0.8mm 15kg spool,4,1386.9,5547.6
PO-2026-00405,2,WLD-E6013,Welding electrode E6013 3.2mm 5kg,20,509.03,10180.6
PO-2026-00405,3,WLD-HLM01,Auto darkening welding helmet,20,2066.05,41321.0
PO-2025-00406,1,PIP-GAL50,Galvanised pipe 50mm medium 6m,10,1537.98,15379.8
PO-2025-00406,2,PIP-FLG80,Slip on flange 80mm table D,2,361.21,722.42
PO-2026-00407,1,CHM-RUS05,Rust converter 5 litre,12,1167.2,14006.4
PO-2026-00407,2,CHM-DEG25,Industrial degreaser 25 litre,12,1039.17,12470.04
PO-2026-00408,1,TLS-TRQ34,Torque wrench 3/4 drive 100 to 500Nm,1,4508.26,4508.26
PO-2026-00408,2,TLS-DRL18,Cordless drill 18V two battery kit,12,4055.42,48665.04
PO-2026-00408,3,TLS-GRN230,Angle grinder 230mm 2400W,12,3526.36,42316.32
PO-2026-00409,1,PMP-CEN55,Centrifugal pump 5.5kW end suction,2,22955.24,45910.48
PO-2026-00409,2,VLV-BF100,Butterfly valve 100mm lever operated,1,2780.23,2780.23
PO-2025-00410,1,PPE-HAT01,Hard hat vented with ratchet,3,155.64,466.92
PO-2026-00411,1,HDW-PDL50,Brass padlock 50mm keyed alike,1,198.63,198.63
PO-2026-00412,1,DRV-SPB2120,SPB section V belt 2120mm,5,458.67,2293.35
PO-2026-00413,1,SEL-ORK01,O ring kit nitrile 382 piece,50,1084.5,54225.0
PO-2026-00414,1,MTR-REW11,Motor rewind 11kW including bearings,5,9739.74,48698.7
PO-2025-00415,1,ELE-BAT100,Deep cycle battery 100Ah,4,3849.1,15396.4
PO-2026-00416,1,PKG-PLT12,Pallet wrap 500mm 20 micron roll,12,324.78,3897.36
PO-2025-00417,1,PIP-FLG80,Slip on flange 80mm table D,3,425.3,1275.9
PO-2025-00417,2,PIP-GAL50,Galvanised pipe 50mm medium 6m,2,993.99,1987.98
PO-2026-00418,1,BRG-22216,Spherical roller bearing 22216 E,10,2031.92,20319.2
PO-2026-00418,2,DRV-TL2517,Taper lock bush 2517 x 45mm,3,411.5,1234.5
PO-2026-00418,3,DRV-SPB2120,SPB section V belt 2120mm,1,386.05,386.05
PO-2025-00419,1,WLD-MIG08,MIG wire 0.8mm 15kg spool,12,823.49,9881.88
PO-2025-00419,2,WLD-HLM01,Auto darkening welding helmet,3,1182.93,3548.79
PO-2026-00420,1,PPE-GLV10,Cut resistant glove level 5 pair,1,108.47,108.47
PO-2026-00420,2,PPE-BOOT8,Safety boot steel toe size 8 pair,4,777.85,3111.4
PO-2026-00420,3,PPE-HRN01,Full body safety harness double lanyard,3,2603.55,7810.65
PO-2026-00420,4,PPE-HAT01,Hard hat vented with ratchet,1,136.85,136.85
PO-2026-00421,1,HYD-FIT12,Swaged fitting 1/2 BSP male,1,120.33,120.33
PO-2026-00421,2,HYD-PMP45,Gear pump 45cc SAE B,6,7601.62,45609.72
PO-2026-00421,3,HYD-2SN12,Hydraulic hose 2SN 1/2 inch per metre,3,291.16,873.48
PO-2026-00422,1,WLD-E6013,Welding electrode E6013 3.2mm 5kg,8,498.55,3988.4
PO-2026-00422,2,WLD-HLM01,Auto darkening welding helmet,4,1740.94,6963.76
PO-2026-00423,1,PLA-PER06,Perspex sheet 6mm 1000 x 2000,3,2896.76,8690.28
PO-2025-00424,1,DRV-TL2517,Taper lock bush 2517 x 45mm,2,528.65,1057.3
PO-2025-00424,2,BRG-6205,Deep groove ball bearing 6205 2RS,8,497.02,3976.16
PO-2025-00424,3,BRG-22216,Spherical roller bearing 22216 E,10,3976.23,39762.3
PO-2026-00425,1,PIP-GAL50,Galvanised pipe 50mm medium 6m,1,1751.04,1751.04
PO-2026-00425,2,PIP-FLG80,Slip on flange 80mm table D,4,449.03,1796.12
PO-2025-00426,1,FST-ANC12,Chemical anchor stud M12 x 160,8,80.0,640.0
PO-2026-00427,1,PIP-GAL50,Galvanised pipe 50mm medium 6m,20,1016.01,20320.2
PO-2026-00427,2,PIP-FLG80,Slip on flange 80mm table D,5,551.76,2758.8
PO-2025-00428,1,STL-RD304,Stainless round bar 304 20mm 6m,1,2610.15,2610.15
PO-2025-00428,2,STL-PL6MS,Mild steel plate 6mm 1000 x 2000,1,1853.05,1853.05
PO-2026-00429,1,PLA-HDPE10,HDPE sheet 10mm 1000 x 2000,4,2957.3,11829.2
PO-2026-00430,1,PIP-FLG80,Slip on flange 80mm table D,2,486.84,973.68
PO-2026-00431,1,STL-ANG40,Equal angle 40 x 40 x 5mm 6m,12,676.58,8118.96
PO-2026-00431,2,STL-RD304,Stainless round bar 304 20mm 6m,8,1451.85,11614.8
PO-2026-00432,1,LUB-GRS18,Lithium complex grease EP2 18kg,6,1811.1,10866.6
PO-2026-00433,1,PPE-BOOT8,Safety boot steel toe size 8 pair,3,589.05,1767.15
PO-2026-00433,2,PPE-HAT01,Hard hat vented with ratchet,6,143.01,858.06
PO-2026-00434,1,FST-NUTM12,Hex nut M12 grade 8 box of 200,20,690.35,13807.0
PO-2025-00435,1,PNU-CYL63,Pneumatic cylinder 63 bore 200 stroke,5,2344.64,11723.2
PO-2025-00435,2,PNU-CMP75,Screw compressor service kit 7.5kW,6,6920.94,41525.64
PO-2025-00435,3,PNU-FRL12,Filter regulator lubricator 1/2 inch,20,1697.61,33952.2
PO-2026-00436,1,SEL-GSK150,Full face gasket 150mm rubber insertion,10,250.82,2508.2
PO-2026-00437,1,BRG-6205,Deep groove ball bearing 6205 2RS,25,422.37,10559.25
PO-2026-00438,1,HYD-FIT12,Swaged fitting 1/2 BSP male,6,117.09,702.54
PO-2026-00438,2,HYD-CYL80,Hydraulic cylinder 80 bore 400 stroke,2,7374.9,14749.8
PO-2026-00439,1,DRV-SPB2120,SPB section V belt 2120mm,1,421.89,421.89
PO-2025-00440,1,ELE-SWA4C,SWA cable 4 core 16mm per metre,20,322.18,6443.6
PO-2025-00440,2,ELE-BAT100,Deep cycle battery 100Ah,1,2235.67,2235.67
PO-2025-00440,3,ELE-CON40,Contactor 40A 230V coil,5,1371.62,6858.1
PO-2026-00441,1,STL-PL6MS,Mild steel plate 6mm 1000 x 2000,25,1893.8,47345.0
PO-2026-00441,2,STL-ANG40,Equal angle 40 x 40 x 5mm 6m,10,721.99,7219.9
PO-2026-00441,3,STL-RD304,Stainless round bar 304 20mm 6m,10,2583.4,25834.0
PO-2026-00441,4,STL-SQ50,Square tube 50 x 50 x 3mm 6m length,50,652.56,32628.0
PO-2025-00442,1,BRG-6205,Deep groove ball bearing 6205 2RS,1,158.13,158.13
PO-2025-00442,2,DRV-TL2517,Taper lock bush 2517 x 45mm,2,407.33,814.66
PO-2025-00442,3,BRG-22216,Spherical roller bearing 22216 E,3,3671.65,11014.95
PO-2025-00442,4,DRV-SPB2120,SPB section V belt 2120mm,12,311.87,3742.44
PO-2026-00443,1,WLD-E6013,Welding electrode E6013 3.2mm 5kg,3,380.09,1140.27
PO-2026-00443,2,WLD-MIG08,MIG wire 0.8mm 15kg spool,2,892.06,1784.12
PO-2026-00443,3,WLD-HLM01,Auto darkening welding helmet,6,1441.43,8648.58
PO-2026-00444,1,CHM-DEG25,Industrial degreaser 25 litre,20,1251.35,25027.0
PO-2026-00444,2,CHM-RUS05,Rust converter 5 litre,12,1090.12,13081.44
PO-2026-00445,1,HDW-PDL50,Brass padlock 50mm keyed alike,4,255.9,1023.6
PO-2026-00446,1,HDW-PDL50,Brass padlock 50mm keyed alike,4,221.1,884.4
PO-2026-00446,2,HDW-CST100,Swivel castor 100mm braked,12,291.19,3494.28
PO-2025-00447,1,PLA-PER06,Perspex sheet 6mm 1000 x 2000,1,2126.14,2126.14
PO-2025-00447,2,PLA-HDPE10,HDPE sheet 10mm 1000 x 2000,1,3708.68,3708.68
PO-2026-00448,1,STL-PL6MS,Mild steel plate 6mm 1000 x 2000,10,2573.68,25736.8
PO-2026-00448,2,STL-RD304,Stainless round bar 304 20mm 6m,3,1874.8,5624.4
PO-2026-00448,3,STL-ANG40,Equal angle 40 x 40 x 5mm 6m,1,657.07,657.07
PO-2026-00448,4,STL-SQ50,Square tube 50 x 50 x 3mm 6m length,10,1034.01,10340.1
PO-2026-00449,1,PLA-HDPE10,HDPE sheet 10mm 1000 x 2000,5,3766.96,18834.8
