invoice_id,pdf_file,invoice_number,supplier_name,supplier_id,po_number,invoice_date,due_date,subtotal_ex_vat,vat_amount,total_incl_vat,processing_status,extraction_method,extraction_confidence,exceptions_raised,value_at_risk,net_exposure
INV-00237,INV-00237.pdf,002566,Cleveland Bolt Supplies (Pty) Ltd,SUP-0038,PO-2026-00484,2026-06-15,2026-07-15,53422.6,8013.39,61435.99,clean,rules_fallback,0.72,0,0.0,0.0
INV-00238,INV-00238.pdf,,,,,,,,,,manual_capture,rules_fallback,0.0,0,0.0,0.0
INV-00240,INV-00240.pdf,005520,Brakpan Sheet Metal (Pty) Ltd,SUP-0026,PO-2025-00344,2025-12-05,2026-01-04,45991.57,6898.74,52890.31,clean,rules_fallback,0.72,0,0.0,0.0
INV-00241,INV-00241.pdf,SI2608262,Vaal Steel Merchants (Pty) Ltd,SUP-0002,PO-2026-00287,2026-08-05,2026-09-19,10804.86,1620.73,12425.59,clean,rules_fallback,0.72,0,0.0,0.0
INV-00242,INV-00242.pdf,INV2603984,Selby Scrap and Recovery (Pty) Ltd,SUP-0035,PO-2026-00127,2026-09-01,2026-10-01,19401.42,2910.21,22311.63,clean,rules_fallback,0.72,0,0.0,0.0
INV-00249,INV-00249.pdf,TI2603460,Ophirton Hydraulic Rams (Pty) Ltd,SUP-0040,PO-2026-00198,2026-05-11,2026-06-10,20529.7,3079.46,23609.16,clean,rules_fallback,0.72,0,0.0,0.0
INV-00251,INV-00251.pdf,SI2607536,Benoni Industrial Paints (Pty) Ltd,SUP-0016,PO-2025-00472,2026-01-19,2026-02-18,15967.2,2395.08,18362.28,clean,rules_fallback,0.72,0,0.0,0.0
INV-00254,INV-00254.pdf,SI2608519,Umgeni Valve and Pump (Pty) Ltd,SUP-0008,PO-2026-00146,2026-05-18,2026-07-17,26611.16,3991.67,30602.83,clean,rules_fallback,0.72,0,0.0,0.0
INV-00257,INV-00257.pdf,,,,,,,,,,manual_capture,rules_fallback,0.0,0,0.0,0.0
INV-00258,INV-00258.pdf,,,,,,,,,,manual_capture,rules_fallback,0.0,0,0.0,0.0
INV-00259,INV-00259.pdf,,,,,,,,,,manual_capture,rules_fallback,0.0,0,0.0,0.0
INV-00262,INV-00262.pdf,,,,,,,,,,manual_capture,rules_fallback,0.0,0,0.0,0.0
INV-00266,INV-00266.pdf,SI2602765,Village Main Instruments (Pty) Ltd,SUP-0044,PO-2026-00479,2026-05-21,2026-06-20,52718.82,7907.82,60626.64,clean,rules_fallback,0.72,0,0.0,0.0
INV-00273,INV-00273.pdf,,,,,,,,,,manual_capture,rules_fallback,0.0,0,0.0,0.0
INV-00275,INV-00275.pdf,SI2508102,Chamdor Forklift Spares (Pty) Ltd,SUP-0034,PO-2025-00142,2025-11-24,2026-01-08,22548.86,3382.33,25931.19,clean,rules_fallback,0.72,0,0.0,0.0
INV-00276,INV-00276.pdf,TI2607736,Jet Park Packaging (Pty) Ltd,SUP-0029,PO-2026-00416,2026-04-13,2026-06-12,3897.36,584.6,4481.96,clean,rules_fallback,0.72,0,0.0,0.0
INV-00278,INV-00278.pdf,SI2605747,Aeroton Castors (Pty) Ltd,SUP-0033,PO-2026-00223,2026-05-27,2026-07-11,21175.58,3176.34,24351.92,clean,rules_fallback,0.72,0,0.0,0.0
INV-00281,INV-00281.pdf,,,,,,,,,,manual_capture,rules_fallback,0.0,0,0.0,0.0
INV-00282,INV-00282.pdf,,,,,,,,,,manual_capture,rules_fallback,0.0,0,0.0,0.0
INV-00284,INV-00284.pdf,003324,Elandsfontein Rubber (Pty) Ltd,SUP-0030,PO-2026-00413,2026-08-21,2026-09-20,54225.0,8133.75,62358.75,clean,rules_fallback,0.72,0,0.0,0.0
