invoice_id,pdf_file,invoice_number,supplier_id,supplier_name,supplier_vat_number,po_number,invoice_date,due_date,bank_name,branch_code,account_number,subtotal_ex_vat,vat_amount,total_incl_vat,line_count,layout,is_scan,omitted_particulars,seeded_exceptions
INV-00230,INV-00230.pdf,SI2608728,SUP-0015,Alberton Seal and Gasket (Pty) Ltd,4766946128,PO-2026-00362,2026-07-01,2026-07-31,First National Bank,250655,76774682715,6202.59,930.39,7132.98,3,A,1,,E08_ARITHMETIC
INV-00231,INV-00231.pdf,INV2501612,SUP-0004,Sandton Electrical Wholesale (Pty) Ltd,4946420230,PO-2025-00091,2025-11-24,2025-12-24,Capitec Business,470010,854779841,3749.23,562.38,4311.61,2,C,0,,
INV-00232,INV-00232.pdf,005372,SUP-0007,Cape Conveyor Systems (Pty) Ltd,4566819266,PO-2025-00482,2025-12-22,2026-02-05,Investec,580105,1697533888,51403.84,7710.58,59114.42,1,B,0,,
INV-00233,INV-00233.pdf,008109,SUP-0034,Chamdor Forklift Spares (Pty) Ltd,4769493085,PO-2026-00365,2026-05-07,2026-06-21,Standard Bank,051001,924335587,10816.1,1622.42,12438.52,2,D,0,recipient_name,E11_INVALID_TAX_INVOICE
INV-00234,INV-00234.pdf,TI2603320,SUP-0030,Elandsfontein Rubber (Pty) Ltd,4324904261,PO-2026-00221,2026-04-20,2026-05-20,Nedbank,198765,827736293,29321.5,4398.23,33719.73,1,D,0,,
INV-00235,INV-00235.pdf,002443,SUP-0012,Tshwane Pneumatics (Pty) Ltd,4985326213,PO-2026-00268,2026-06-29,2026-08-13,Nedbank,198765,69200018496,14226.78,2134.02,16360.8,1,B,0,,E06_BANK_CHANGE
INV-00236,INV-00236.pdf,INV2602769,SUP-0044,Village Main Instruments (Pty) Ltd,4043496765,PO-2026-00002,2026-06-04,2026-07-04,Absa Bank,632005,696049115,238595.5,35789.33,274384.83,1,D,0,,
INV-00237,INV-00237.pdf,002566,SUP-0038,Cleveland Bolt Supplies (Pty) Ltd,4220502518,PO-2026-00484,2026-06-15,2026-07-15,Capitec Business,470010,300763464,53422.6,8013.39,61435.99,3,A,0,,
INV-00238,INV-00238.pdf,TI2606733,SUP-0041,City Deep Cold Storage Spares (Pty) Ltd,4587048565,PO-2026-00088,2026-04-20,2026-06-19,Nedbank,198765,2101929685,1308776.56,196316.48,1505093.04,2,A,1,,
INV-00239,INV-00239.pdf,TI2603722,SUP-0005,Boksburg Fastener Co (Pty) Ltd,4796728484,PO-2026-00110,2026-06-15,2026-07-15,Investec,580105,2849751901,14548.8,2182.32,16731.12,1,B,0,invoice_date,E11_INVALID_TAX_INVOICE
INV-00240,INV-00240.pdf,005520,SUP-0026,Brakpan Sheet Metal (Pty) Ltd,4191277618,PO-2025-00344,2025-12-05,2026-01-04,Investec,580105,330694702,45991.57,6898.74,52890.31,4,A,0,,
INV-00241,INV-00241.pdf,SI2608262,SUP-0002,Vaal Steel Merchants (Pty) Ltd,4096043968,PO-2026-00287,2026-08-05,2026-09-19,Capitec Business,470010,20285660330,10804.86,1620.73,12425.59,2,B,0,,
INV-00242,INV-00242.pdf,INV2603984,SUP-0035,Selby Scrap and Recovery (Pty) Ltd,4920583702,PO-2026-00127,2026-09-01,2026-10-01,First National Bank,250655,4740218151,19401.42,2910.21,22311.63,3,B,0,,
INV-00243,INV-00243.pdf,SI2504272,SUP-0023,Modderfontein Chemicals (Pty) Ltd,4286297325,PO-2025-00349,2025-11-07,2025-12-07,Standard Bank,051001,9128660241,15013.04,2251.96,17265.0,2,A,0,,E08_ARITHMETIC
INV-00244,INV-00244.pdf,TI2607604,SUP-0042,Crown Mines Motor Spares (Pty) Ltd,4021856678,PO-2025-00117,2026-01-09,2026-03-10,Standard Bank,051001,200689969,97630.16,14644.52,112274.68,2,D,0,,
INV-00245,INV-00245.pdf,007997,SUP-0006,Highveld Lubricants (Pty) Ltd,4347064497,PO-2026-00432,2026-07-01,2026-08-15,First National Bank,250655,0173497462,10866.6,1629.99,12496.59,1,A,0,,
INV-00246,INV-00246.pdf,INV2508168,SUP-0003,Protea Hydraulics (Pty) Ltd,4709743620,PO-2025-00112,2025-11-19,2025-12-19,Investec,580105,783262215,31647.4,4747.11,36394.51,3,B,0,,E08_ARITHMETIC
INV-00247,INV-00247.pdf,008731,SUP-0015,Alberton Seal and Gasket (Pty) Ltd,4766946128,PO-2026-00096,2026-03-16,2026-04-15,First National Bank,250655,76774682715,9903.5,1485.53,11389.03,1,C,0,supplier_vat_number,E11_INVALID_TAX_INVOICE
INV-00248,INV-00248.pdf,005359,SUP-0007,Cape Conveyor Systems (Pty) Ltd,4566819266,PO-2025-00109,2025-11-07,2025-12-07,Investec,580105,1697533888,227999.44,34199.92,262199.36,3,C,0,,E09_DATE_ANOMALY
INV-00249,INV-00249.pdf,TI2603460,SUP-0040,Ophirton Hydraulic Rams (Pty) Ltd,4746494091,PO-2026-00198,2026-05-11,2026-06-10,Capitec Business,470010,2553281416,20529.7,3079.46,23609.16,2,A,0,,
INV-00250,INV-00250.pdf,TI2505360,SUP-0007,Cape Conveyor Systems (Pty) Ltd,4566819266,PO-2025-00177,2025-10-27,2025-12-11,Investec,580105,1697533888,35027.15,5254.07,40281.22,3,C,0,,
INV-00251,INV-00251.pdf,SI2607536,SUP-0016,Benoni Industrial Paints (Pty) Ltd,4688431792,PO-2025-00472,2026-01-19,2026-02-18,Capitec Business,470010,6520186947,15967.2,2395.08,18362.28,2,B,0,,
INV-00252,INV-00252.pdf,TI2604582,SUP-0043,New Centre Gas and Gear (Pty) Ltd,4763833892,PO-2026-00512,2026-02-18,2026-03-20,Investec,580105,1829516973,6391.11,958.67,7349.78,2,D,0,supplier_vat_number,E11_INVALID_TAX_INVOICE
INV-00253,INV-00253.pdf,003001,SUP-0001,Midrand Bearing Supplies (Pty) Ltd,4310265355,PO-2025-00424,2025-12-10,2026-02-08,First National Bank,250655,9308836478,44267.11,6640.07,50907.18,3,A,0,,E03_DUPLICATE
INV-00254,INV-00254.pdf,SI2608519,SUP-0008,Umgeni Valve and Pump (Pty) Ltd,4801010427,PO-2026-00146,2026-05-18,2026-07-17,Capitec Business,470010,2502045665,26611.16,3991.67,30602.83,1,A,0,,
INV-00255,INV-00255.pdf,002690,SUP-0024,Randburg Instrumentation (Pty) Ltd,4476453990,PO-2026-00179,2026-07-20,2026-08-19,Investec,580105,76652374914,24767.98,3715.2,28483.18,2,B,0,,E08_ARITHMETIC
INV-00256,INV-00256.pdf,007637,SUP-0025,Sasolburg Pipe and Fittings (Pty) Ltd,4728868642,PO-2026-00226,2026-07-17,2026-08-16,Standard Bank,051001,68910965089,5827.02,874.05,6701.07,2,A,0,,E08_ARITHMETIC
INV-00257,INV-00257.pdf,TI2605734,SUP-0033,Aeroton Castors (Pty) Ltd,4398129039,PO-2026-00363,2026-01-29,2026-03-15,Standard Bank,051001,737734820,291.64,43.75,335.39,1,A,1,,E01_PRICE_VARIANCE
INV-00258,INV-00258.pdf,SI2606498,SUP-0037,Denver Crane Services (Pty) Ltd,4445358060,PO-2026-00093,2026-06-24,2026-07-24,First National Bank,250655,4719531319,146078.12,21911.72,167989.84,2,A,1,,
INV-00259,INV-00259.pdf,TI2604160,SUP-0018,Springs Gearbox Services (Pty) Ltd,4292138514,PO-2026-00499,2026-07-20,2026-08-19,Standard Bank,051001,87770767045,15287.46,2293.12,17580.58,3,D,1,invoice_date,E11_INVALID_TAX_INVOICE
INV-00260,INV-00260.pdf,TI2608101,SUP-0034,Chamdor Forklift Spares (Pty) Ltd,4769493085,PO-2026-00067,2026-09-16,2026-10-31,Standard Bank,051001,924335587,10238.48,1535.77,11774.25,1,D,0,,
INV-00261,INV-00261.pdf,INV2606391,SUP-0027,Kya Sand Plastics (Pty) Ltd,4888235541,PO-2026-00423,2026-03-20,2026-04-19,Absa Bank,632005,2962016583,8690.28,1303.54,9993.82,1,C,0,,
INV-00262,INV-00262.pdf,INV2603726,SUP-0005,Boksburg Fastener Co (Pty) Ltd,4796728484,PO-2026-00011,2026-08-14,2026-09-13,Investec,580105,2849751901,1028.51,154.28,1182.79,2,B,1,,
INV-00263,INV-00263.pdf,005362,SUP-0007,Cape Conveyor Systems (Pty) Ltd,4566819266,PO-2025-00396,2025-12-11,2026-01-25,Investec,580105,1697533888,39605.68,5940.85,45546.53,2,A,0,,E08_ARITHMETIC
INV-00264,INV-00264.pdf,INV2506384,SUP-0027,Kya Sand Plastics (Pty) Ltd,4888235541,PO-2025-00447,2025-12-26,2026-01-25,Absa Bank,632005,2962016583,5834.82,875.22,6710.04,2,C,0,,
INV-00265,INV-00265.pdf,SI2603727,SUP-0005,Boksburg Fastener Co (Pty) Ltd,4796728484,PO-2026-00357,2026-03-16,2026-04-15,Investec,580105,2849751901,3301.26,495.19,3796.45,1,C,0,,
INV-00266,INV-00266.pdf,SI2602765,SUP-0044,Village Main Instruments (Pty) Ltd,4043496765,PO-2026-00479,2026-05-21,2026-06-20,Absa Bank,632005,696049115,52718.82,7907.82,60626.64,2,B,0,,
INV-00267,INV-00267.pdf,INV2604275,SUP-0023,Modderfontein Chemicals (Pty) Ltd,4286297325,PO-2026-00208,2026-08-18,2026-09-17,Absa Bank,632005,8456632750,1275.36,191.3,1466.66,1,A,0,,E06_BANK_CHANGE
INV-00268,INV-00268.pdf,INV2640453,SUP-0024,Randburg Instrumentation (Pty) Ltd,4476453990,PO-2026-00001,2026-06-23,2026-07-23,Investec,580105,76652374914,23550.48,3532.57,27083.05,1,D,0,,E12_GOODS_NOT_RECEIVED
INV-00269,INV-00269.pdf,INV2606388,SUP-0027,Kya Sand Plastics (Pty) Ltd,4888235541,PO-2026-00084,2026-07-06,2026-08-05,Absa Bank,632005,2962016583,37363.68,5604.55,42968.23,2,A,0,,E01_PRICE_VARIANCE
INV-00270,INV-00270.pdf,TI2605895,SUP-0028,Wadeville Hose and Coupling (Pty) Ltd,4374336397,PO-2026-00299,2026-04-02,2026-05-02,Nedbank,198765,1651987388,37790.32,5668.55,43458.87,1,D,0,,E02_QTY_OVER_BILLED
INV-00271,INV-00271.pdf,INV2552466,SUP-0030,Elandsfontein Rubber (Pty) Ltd,4324904261,PO-2025-00129,2025-11-28,2025-12-28,Nedbank,198765,827736293,16681.32,2502.2,19183.52,1,D,0,,E12_GOODS_NOT_RECEIVED
INV-00272,INV-00272.pdf,005901,SUP-0028,Wadeville Hose and Coupling (Pty) Ltd,4374336397,PO-2026-00333,2026-05-14,2026-06-13,Nedbank,198765,527771145,1865.0,279.75,2144.75,1,A,0,,E06_BANK_CHANGE
INV-00273,INV-00273.pdf,TI2608170A,SUP-0003,Protea Hydraulics (Pty) Ltd,4709743620,PO-2026-00457,2026-04-20,2026-05-15,Investec,580105,783262215,380158.5,57023.78,437182.28,1,D,1,,E03_DUPLICATE
INV-00274,INV-00274.pdf,TI2607630,SUP-0025,Sasolburg Pipe and Fittings (Pty) Ltd,4728868642,PO-2026-00425,2026-01-26,2026-02-25,Standard Bank,051001,68910965089,3547.16,532.07,4079.23,2,C,0,,
INV-00275,INV-00275.pdf,SI2508102,SUP-0034,Chamdor Forklift Spares (Pty) Ltd,4769493085,PO-2025-00142,2025-11-24,2026-01-08,Standard Bank,051001,924335587,22548.86,3382.33,25931.19,2,A,0,,
INV-00276,INV-00276.pdf,TI2607736,SUP-0029,Jet Park Packaging (Pty) Ltd,4206223375,PO-2026-00416,2026-04-13,2026-06-12,First National Bank,250655,294465182,3897.36,584.6,4481.96,1,B,0,,
INV-00277,INV-00277.pdf,INV2605842,SUP-0017,Roodepoort Motor Rewinds (Pty) Ltd,4443768103,PO-2026-00328,2026-05-20,2026-07-04,Investec,580105,04168918377,23358.96,3503.84,26862.8,1,A,0,,E01_PRICE_VARIANCE
INV-00278,INV-00278.pdf,SI2605747,SUP-0033,Aeroton Castors (Pty) Ltd,4398129039,PO-2026-00223,2026-05-27,2026-07-11,Standard Bank,051001,737734820,21175.58,3176.34,24351.92,2,B,0,,
INV-00279,INV-00279.pdf,SI2604579,SUP-0043,New Centre Gas and Gear (Pty) Ltd,4763833892,PO-2026-00489,2026-01-26,2026-02-25,Investec,580105,1829516973,1889.1,283.37,2172.47,1,C,0,,
INV-00280,INV-00280.pdf,TI2606723,SUP-0041,City Deep Cold Storage Spares (Pty) Ltd,4587048565,PO-2026-00157,2026-01-27,2026-03-28,Nedbank,198765,2101929685,29756.77,4463.52,34220.29,2,B,0,,E03_DUPLICATE
INV-00281,INV-00281.pdf,TI2507543,SUP-0016,Benoni Industrial Paints (Pty) Ltd,4688431792,PO-2025-00231,2025-12-18,2026-01-17,Capitec Business,470010,6520186947,17878.65,2681.8,20560.45,1,B,1,,
INV-00282,INV-00282.pdf,TI2603315,SUP-0030,Elandsfontein Rubber (Pty) Ltd,4324904261,PO-2025-00490,2026-01-06,2026-02-05,Nedbank,198765,827736293,6940.38,1041.06,7981.44,3,B,1,,
INV-00283,INV-00283.pdf,INV2505121,SUP-0036,Booysens Battery Centre (Pty) Ltd,4655761019,PO-2025-00312,2025-12-15,2026-01-14,Capitec Business,470010,2238708796,9765.92,1464.89,11230.81,2,B,0,,E01_PRICE_VARIANCE
INV-00284,INV-00284.pdf,003324,SUP-0030,Elandsfontein Rubber (Pty) Ltd,4324904261,PO-2026-00413,2026-08-21,2026-09-20,Nedbank,198765,827736293,54225.0,8133.75,62358.75,1,B,0,,
